Serial Number:20472262 --

"Date Time, GMT -0600","Temp, (*F)","Intensity, ( lum/ft2)","Host Connect","Button Down","Button Up","EOF"
2019-11-08 07:31:28,57.48,0, , , , 
2019-11-08 07:41:28,57.48,0, , , , 
2019-11-08 07:51:28,57.63,0, , , , 
2019-11-08 08:01:28,57.32,0, , , , 
2019-11-08 08:11:28,57.56,0, , , , 
2019-11-08 08:21:28,57.01,0, , , , 
2019-11-08 08:31:28,56.94,0, , , , 
2019-11-08 08:41:28,56.78,1, , , , 
2019-11-08 08:51:28,56.94,1, , , , 
2019-11-08 09:01:28,56.86,1, , , , 
2019-11-08 09:11:28,56.86,1, , , , 
2019-11-08 09:21:28,56.94,1, , , , 
2019-11-08 09:31:28,57.01,1, , , , 
2019-11-08 09:41:28,57.17,1, , , , 
2019-11-08 09:51:28,57.25,1, , , , 
2019-11-08 10:01:28,57.32,2, , , , 
2019-11-08 10:11:28,57.32,2, , , , 
2019-11-08 10:21:28,57.40,2, , , , 
2019-11-08 10:31:28,57.40,2, , , , 
2019-11-08 10:41:28,57.40,2, , , , 
2019-11-08 10:51:28,57.48,2, , , , 
2019-11-08 11:01:28,57.48,2, , , , 
2019-11-08 11:11:28,57.56,2, , , , 
2019-11-08 11:21:28,57.71,2, , , , 
2019-11-08 11:31:28,57.79,2, , , , 
2019-11-08 11:41:28,57.63,2, , , , 
